periode_data,kode_urusan_program,nama_urusan_program,kode_urusan_pelaksana,nama_urusan_pelaksana,kode_skpd,nama_skpd,kode_program,nama_program,kode_kegiatan,nama_kegiatan,nilai_anggaran
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101101,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKPUS,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,309454420
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101101,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.01,Pengelolaan Pendidikan Sekolah Menengah Atas,12546224408
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101101,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.02,Pengelolaan Pendidikan Sekolah Menengah Kejuruan,13491540738
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101101,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.03,Pengelolaan Pendidikan Khusus,136960000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101101,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.2.01,Pengelolaan Pendidikan Sekolah Dasar,22595252102
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101101,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.2.02,Pengelolaan Pendidikan Sekolah Menengah Pertama,11031776935
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101101,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.2.03,Pengelolaan Pendidikan Anak Usia Dini (PAUD),160980372
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101102,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.02,Administrasi Keuangan Perangkat Daerah,3885000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101102,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.06,Administrasi Umum Perangkat Daerah,145724326
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101102,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,0
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101102,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1522782942
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101102,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,434688908
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101102,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.01,Pengelolaan Pendidikan Sekolah Menengah Atas,12297580275
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101102,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.02,Pengelolaan Pendidikan Sekolah Menengah Kejuruan,21381736496
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101102,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.03,Pengelolaan Pendidikan Khusus,346502900
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101102,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.2.01,Pengelolaan Pendidikan Sekolah Dasar,47849162467
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101102,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.2.02,Pengelolaan Pendidikan Sekolah Menengah Pertama,22032770759
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101102,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKPUS,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.2.03,Pengelolaan Pendidikan Anak Usia Dini (PAUD),415669850
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.02,Administrasi Keuangan Perangkat Daerah,2500000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.06,Administrasi Umum Perangkat Daerah,118649210
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,196768412
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,46945552
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.2.06,Administrasi Umum Perangkat Daerah,63834368
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.2.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1246233170
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.01,Pengelolaan Pendidikan Sekolah Menengah Atas,8820006559
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.02,Pengelolaan Pendidikan Sekolah Menengah Kejuruan,12560867627
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.03,Pengelolaan Pendidikan Khusus,38775000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.2.01,Pengelolaan Pendidikan Sekolah Dasar,36208002165
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.2.02,Pengelolaan Pendidikan Sekolah Menengah Pertama,15867995491
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101201,SUKU DINAS PENDIDIKAN WILAYAH 1 KOTA - JAKUT,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.2.03,Pengelolaan Pendidikan Anak Usia Dini (PAUD),194998848
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101202,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKUT,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.02,Administrasi Keuangan Perangkat Daerah,7000000
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101202,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKUT,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.06,Administrasi Umum Perangkat Daerah,178821793
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101202,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKUT,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,171814125
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101202,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKUT,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2071959404
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101402,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKSEL,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,199907048
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101402,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKSEL,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1978036424
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101402,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKSEL,1.01.01,PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH PROVINSI,1.01.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,42706717
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101402,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKSEL,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.01,Pengelolaan Pendidikan Sekolah Menengah Atas,34222573200
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101402,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKSEL,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.02,Pengelolaan Pendidikan Sekolah Menengah Kejuruan,23755622805
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101402,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKSEL,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.1.03,Pengelolaan Pendidikan Khusus,177524881
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101402,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKSEL,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.2.01,Pengelolaan Pendidikan Sekolah Dasar,67729699182
2023,1,URUSAN PEMERINTAHAN WAJIB YANG BERKAITAN DENGAN PELAYANAN DASAR,1,URUSAN PEMERINTAHAN BIDANG PENDIDIKAN,10101402,SUKU DINAS PENDIDIKAN WILAYAH 2 KOTA - JAKSEL,1.01.02,PROGRAM PENGELOLAAN PENDIDIKAN,1.01.02.2.02,Pengelolaan Pendidikan Sekolah Menengah Pertama,35458417275
